0.000000000000000000e+00,3.441040515899658203e-01
0.000000000000000000e+00,4.990339279174804688e-03
1.000000000000000000e+00,3.994464874267578125e-03
0.000000000000000000e+00,4.987955093383789062e-03
0.000000000000000000e+00,5.985498428344726562e-03
1.000000000000000000e+00,3.990888595581054688e-03
1.000000000000000000e+00,3.991127014160156250e-03
1.000000000000000000e+00,4.987478256225585938e-03
0.000000000000000000e+00,4.987001419067382812e-03
0.000000000000000000e+00,3.990411758422851562e-03
0.000000000000000000e+00,2.992630004882812500e-03
0.000000000000000000e+00,4.027366638183593750e-03
0.000000000000000000e+00,3.991603851318359375e-03
1.000000000000000000e+00,5.984783172607421875e-03
0.000000000000000000e+00,4.987478256225585938e-03
1.000000000000000000e+00,5.984067916870117188e-03
0.000000000000000000e+00,4.988431930541992188e-03
0.000000000000000000e+00,3.989696502685546875e-03
1.000000000000000000e+00,4.992246627807617188e-03
0.000000000000000000e+00,5.982160568237304688e-03
0.000000000000000000e+00,3.998279571533203125e-03
0.000000000000000000e+00,3.991365432739257812e-03
0.000000000000000000e+00,4.988193511962890625e-03
1.000000000000000000e+00,5.027294158935546875e-03
0.000000000000000000e+00,3.961563110351562500e-03
1.000000000000000000e+00,4.993677139282226562e-03
0.000000000000000000e+00,4.007577896118164062e-03
1.000000000000000000e+00,3.994226455688476562e-03
1.000000000000000000e+00,4.988431930541992188e-03
1.000000000000000000e+00,3.989934921264648438e-03
1.000000000000000000e+00,4.986047744750976562e-03
1.000000000000000000e+00,5.024671554565429688e-03
1.000000000000000000e+00,3.990650177001953125e-03
1.000000000000000000e+00,3.997087478637695312e-03
1.000000000000000000e+00,5.952835083007812500e-03
1.000000000000000000e+00,5.950212478637695312e-03
1.000000000000000000e+00,4.987955093383789062e-03
0.000000000000000000e+00,3.992557525634765625e-03
1.000000000000000000e+00,4.991054534912109375e-03
0.000000000000000000e+00,3.997802734375000000e-03
1.000000000000000000e+00,4.949092864990234375e-03
1.000000000000000000e+00,4.990577697753906250e-03
1.000000000000000000e+00,4.985332489013671875e-03
1.000000000000000000e+00,4.989385604858398438e-03
1.000000000000000000e+00,4.985809326171875000e-03
1.000000000000000000e+00,4.988670349121093750e-03
1.000000000000000000e+00,2.995967864990234375e-03
0.000000000000000000e+00,4.987001419067382812e-03
0.000000000000000000e+00,4.986763000488281250e-03
0.000000000000000000e+00,4.991054534912109375e-03
1.000000000000000000e+00,2.998590469360351562e-03
1.000000000000000000e+00,4.987478256225585938e-03
1.000000000000000000e+00,4.988193511962890625e-03
0.000000000000000000e+00,5.023717880249023438e-03
1.000000000000000000e+00,3.995180130004882812e-03
0.000000000000000000e+00,4.988670349121093750e-03
1.000000000000000000e+00,3.006458282470703125e-03
1.000000000000000000e+00,5.019903182983398438e-03
1.000000000000000000e+00,4.990100860595703125e-03
0.000000000000000000e+00,3.992080688476562500e-03
0.000000000000000000e+00,4.990100860595703125e-03
1.000000000000000000e+00,3.993511199951171875e-03
0.000000000000000000e+00,3.003120422363281250e-03
1.000000000000000000e+00,3.990650177001953125e-03
0.000000000000000000e+00,3.992080688476562500e-03
0.000000000000000000e+00,3.993988037109375000e-03
1.000000000000000000e+00,3.999233245849609375e-03
1.000000000000000000e+00,3.999710083007812500e-03
1.000000000000000000e+00,3.994941711425781250e-03
1.000000000000000000e+00,4.987716674804687500e-03
1.000000000000000000e+00,3.992080688476562500e-03
0.000000000000000000e+00,3.997325897216796875e-03
0.000000000000000000e+00,3.991127014160156250e-03
1.000000000000000000e+00,2.996444702148437500e-03
1.000000000000000000e+00,3.993511199951171875e-03
1.000000000000000000e+00,3.992557525634765625e-03
0.000000000000000000e+00,3.996610641479492188e-03
0.000000000000000000e+00,3.991842269897460938e-03
1.000000000000000000e+00,4.988670349121093750e-03
0.000000000000000000e+00,3.988504409790039062e-03
0.000000000000000000e+00,3.990888595581054688e-03
1.000000000000000000e+00,3.994941711425781250e-03
1.000000000000000000e+00,4.988908767700195312e-03
1.000000000000000000e+00,3.989696502685546875e-03
0.000000000000000000e+00,4.992723464965820312e-03
0.000000000000000000e+00,4.990816116333007812e-03
1.000000000000000000e+00,4.987001419067382812e-03
1.000000000000000000e+00,5.019426345825195312e-03
1.000000000000000000e+00,4.975080490112304688e-03
1.000000000000000000e+00,4.990100860595703125e-03
1.000000000000000000e+00,3.990888595581054688e-03
0.000000000000000000e+00,3.992795944213867188e-03
1.000000000000000000e+00,4.987955093383789062e-03
0.000000000000000000e+00,5.025863647460937500e-03
1.000000000000000000e+00,2.992868423461914062e-03
1.000000000000000000e+00,4.004955291748046875e-03
0.000000000000000000e+00,3.992795944213867188e-03
1.000000000000000000e+00,4.992246627807617188e-03
1.000000000000000000e+00,2.999067306518554688e-03
0.000000000000000000e+00,3.989696502685546875e-03
0.000000000000000000e+00,4.987001419067382812e-03
0.000000000000000000e+00,3.997087478637695312e-03
0.000000000000000000e+00,4.988193511962890625e-03
1.000000000000000000e+00,3.995895385742187500e-03
